measure,location,sex,cause,rei,val
Deaths,United Kingdom,Female,Respiratory infections and tuberculosis,High fasting plasma glucose,19
Deaths,Central Latin America,Male,Other infectious diseases,Drug use,19
Deaths,Oceania,Female,Unintentional injuries,Alcohol use,19
Deaths,United Kingdom,Female,Interpersonal violence,Alcohol use,19
Deaths,Southern Sub-Saharan Africa,Female,Maternal disorders,Intimate partner violence,20
Deaths,Southern Sub-Saharan Africa,Both,Maternal disorders,Intimate partner violence,20
Deaths,Southern Sub-Saharan Africa,Both,Musculoskeletal disorders,Tobacco,20
Deaths,Caribbean,Female,HIV/AIDS,Drug use,20
Deaths,East Asia,Female,Other infectious diseases,Drug use,20
Deaths,Tropical Latin America,Male,Musculoskeletal disorders,Tobacco,20
Deaths,Australasia,Female,Interpersonal violence,Alcohol use,20
Deaths,East Asia,Female,Maternal disorders,Intimate partner violence,20
Deaths,East Asia,Both,Maternal disorders,Intimate partner violence,20
Deaths,Southeast Asia,Female,Musculoskeletal disorders,Tobacco,21
DALYs,Australasia,Female,Sense organ diseases,Air pollution,21
DALYs,Australasia,Both,Sense organ diseases,Air pollution,21
Deaths,Caribbean,Male,HIV/AIDS,Drug use,21
Deaths,Western Europe,Male,Sexually transmitted infections excluding HIV,Unsafe sex,21
DALYs,High-income Asia Pacific,Female,Maternal disorders,Intimate partner violence,21
DALYs,High-income Asia Pacific,Both,Maternal disorders,Intimate partner violence,21
Deaths,Australasia,Both,Musculoskeletal disorders,Tobacco,21
Deaths,United Kingdom,Both,Transport injuries,Tobacco,21
Deaths,Caribbean,Female,Self-harm,Drug use,21
Deaths,Greece,Male,Neurological disorders,Alcohol use,21
Deaths,Western Sub-Saharan Africa,Male,Sexually transmitted infections excluding HIV,Unsafe sex,21
Deaths,High-income North America,Female,Other infectious diseases,Drug use,21
Deaths,Eastern Sub-Saharan Africa,Male,Other infectious diseases,Drug use,22
Deaths,Oceania,Both,Transport injuries,Tobacco,22
Deaths,Greece,Female,Transport injuries,Alcohol use,22
Deaths,Caribbean,Male,Sexually transmitted infections excluding HIV,Unsafe sex,22
Deaths,Central Europe,Male,Musculoskeletal disorders,Tobacco,22
Deaths,Southern Latin America,Both,Other non-communicable diseases,Child and maternal malnutrition,22
DALYs,Greece,Female,HIV/AIDS,Intimate partner violence,22
DALYs,Greece,Both,HIV/AIDS,Intimate partner violence,22
Deaths,Australasia,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",23
DALYs,High-income Asia Pacific,Female,HIV/AIDS,Drug use,23
Deaths,Central Europe,Male,Interpersonal violence,Low bone mineral density,23
Deaths,High-income Asia Pacific,Male,Enteric infections,Child and maternal malnutrition,23
Deaths,Central Europe,Female,Enteric infections,Child and maternal malnutrition,23
Deaths,Eastern Europe,Male,Other infectious diseases,Child and maternal malnutrition,23
Deaths,High-income North America,Both,Other infectious diseases,Child and maternal malnutrition,23
Deaths,Oceania,Both,Diabetes and kidney diseases,Other environmental risks,24
Deaths,Western Europe,Female,Other non-communicable diseases,Child and maternal malnutrition,24
Deaths,Central Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,24
Deaths,Eastern Europe,Male,Sexually transmitted infections excluding HIV,Unsafe sex,24
Deaths,United Kingdom,Both,HIV/AIDS,Drug use,24
Deaths,Southern Latin America,Both,Interpersonal violence,Low bone mineral density,24
Deaths,Australasia,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,24
Deaths,Eastern Europe,Both,Other non-communicable diseases,Child and maternal malnutrition,24
Deaths,Western Europe,Male,Interpersonal violence,Low bone mineral density,24
Deaths,Greece,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",24
Deaths,High-income Asia Pacific,Male,Interpersonal violence,Low bone mineral density,24
DALYs,Greece,Both,Interpersonal violence,Tobacco,25
Deaths,Western Europe,Both,Other infectious diseases,Drug use,25
Deaths,Central Asia,Both,Other non-communicable diseases,Child and maternal malnutrition,25
Deaths,Central Europe,Female,Substance use disorders,Childhood maltreatment,25
Deaths,Central Sub-Saharan Africa,Male,Unintentional injuries,Tobacco,25
Deaths,Oceania,Female,Cancer,Low physical activity,25
Deaths,Eastern Sub-Saharan Africa,Female,Substance use disorders,Childhood maltreatment,26
Deaths,Australasia,Both,Substance use disorders,Childhood maltreatment,26
Deaths,Western Europe,Both,Other infectious diseases,Child and maternal malnutrition,26
Deaths,Andean Latin America,Male,Unintentional injuries,Tobacco,26
Deaths,Oceania,Female,Transport injuries,Occupational risks,26
Deaths,North Africa and Middle East,Male,Musculoskeletal disorders,Tobacco,26
DALYs,Greece,Male,Other non-communicable diseases,Child and maternal malnutrition,26
Deaths,Tropical Latin America,Both,Other infectious diseases,Child and maternal malnutrition,26
Deaths,Eastern Sub-Saharan Africa,Female,Transport injuries,Tobacco,26
DALYs,United Kingdom,Female,Other infectious diseases,Drug use,26
Deaths,Greece,Both,Unintentional injuries,Tobacco,27
Deaths,Central Latin America,Female,Substance use disorders,Childhood maltreatment,27
Deaths,Andean Latin America,Both,Other infectious diseases,Child and maternal malnutrition,27
Deaths,Central Sub-Saharan Africa,Male,Diabetes and kidney diseases,Alcohol use,27
DALYs,Greece,Female,Sense organ diseases,Air pollution,27
DALYs,Greece,Both,Sense organ diseases,Air pollution,27
Deaths,Australasia,Male,Unintentional injuries,Tobacco,27
Deaths,Australasia,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",27
Deaths,Oceania,Female,Transport injuries,Alcohol use,27
DALYs,Australasia,Male,Interpersonal violence,Tobacco,28
Deaths,Tropical Latin America,Both,Other infectious diseases,Drug use,28
Deaths,Greece,Male,Interpersonal violence,Alcohol use,28
DALYs,Caribbean,Female,Interpersonal violence,Tobacco,28
Deaths,Central Latin America,Female,Other non-communicable diseases,Child and maternal malnutrition,28
Deaths,United Kingdom,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",28
Deaths,Western Europe,Male,Other non-communicable diseases,Child and maternal malnutrition,28
Deaths,North Africa and Middle East,Female,Interpersonal violence,Low bone mineral density,28
DALYs,Australasia,Female,Interpersonal violence,Tobacco,28
Deaths,Australasia,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",28
Deaths,Southeast Asia,Male,Other infectious diseases,Drug use,28
Deaths,Southern Latin America,Female,Unintentional injuries,Tobacco,28
Deaths,United Kingdom,Male,Musculoskeletal disorders,Tobacco,29
Deaths,Southern Latin America,Female,Musculoskeletal disorders,Tobacco,29
Deaths,Caribbean,Both,Interpersonal violence,Low bone mineral density,29
Deaths,Central Latin America,Female,Transport injuries,Tobacco,29
Deaths,Oceania,Female,Digestive diseases,Drug use,29
Deaths,Greece,Both,Neurological disorders,Alcohol use,29
Deaths,Andean Latin America,Female,Self-harm,Drug use,29
Deaths,World Bank High Income,Both,Interpersonal violence,Tobacco,29
Deaths,Greece,Female,Cancer,Drug use,29
Deaths,Central Europe,Female,HIV/AIDS,Drug use,29
Deaths,World Bank Low Income,Female,Musculoskeletal disorders,Tobacco,29
Deaths,Southern Sub-Saharan Africa,Both,Other non-communicable diseases,Child and maternal malnutrition,29
Deaths,Central Latin America,Female,Other infectious diseases,Child and maternal malnutrition,29
Deaths,Oceania,Female,Cancer,Occupational risks,29
DALYs,Andean Latin America,Male,Interpersonal violence,Tobacco,30
Deaths,Andean Latin America,Both,Unintentional injuries,Tobacco,30
Deaths,Central Latin America,Male,Interpersonal violence,Tobacco,30
Deaths,Australasia,Female,Neurological disorders,Alcohol use,30
Deaths,High-income Asia Pacific,Female,Transport injuries,Tobacco,30
Deaths,Central Europe,Female,Transport injuries,Tobacco,31
Deaths,Central Latin America,Both,Other infectious diseases,Drug use,31
Deaths,Tropical Latin America,Female,Musculoskeletal disorders,Tobacco,31
Deaths,North Africa and Middle East,Male,Interpersonal violence,Low bone mineral density,31
Deaths,Central Sub-Saharan Africa,Both,Unintentional injuries,Tobacco,31
Deaths,United Kingdom,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,31
Deaths,Southeast Asia,Both,Other infectious diseases,Drug use,31
Deaths,Australasia,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",32
Deaths,High-income North America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,32
Deaths,Andean Latin America,Female,Digestive diseases,Tobacco,32
Deaths,Oceania,Male,Cancer,Other environmental risks,32
Deaths,Central Asia,Both,Interpersonal violence,Low bone mineral density,32
Deaths,Southern Latin America,Male,Unintentional injuries,Tobacco,32
Deaths,Oceania,Both,Digestive diseases,High body-mass index,32
Deaths,Central Asia,Female,Sexually transmitted infections excluding HIV,Unsafe sex,32
DALYs,Greece,Male,Other infectious diseases,Child and maternal malnutrition,33
Deaths,World Bank Upper Middle Income,Female,Interpersonal violence,Tobacco,33
Deaths,Central Europe,Female,Sexually transmitted infections excluding HIV,Unsafe sex,33
Deaths,East Asia,Male,Interpersonal violence,Tobacco,33
Deaths,United Kingdom,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,33
Deaths,Western Sub-Saharan Africa,Both,Other infectious diseases,Drug use,33
Deaths,Greece,Both,Interpersonal violence,Alcohol use,34
Deaths,Central Europe,Male,Enteric infections,Child and maternal malnutrition,34
Deaths,Western Sub-Saharan Africa,Female,Unintentional injuries,Tobacco,34
Deaths,Western Sub-Saharan Africa,Female,Interpersonal violence,Low bone mineral density,34
Deaths,Andean Latin America,Male,Transport injuries,Tobacco,34
Deaths,Oceania,Male,Neurological disorders,High body-mass index,34
Deaths,Eastern Sub-Saharan Africa,Both,Other infectious diseases,Drug use,34
Deaths,High-income North America,Male,Interpersonal violence,Low bone mineral density,34
DALYs,Greece,Female,Other infectious diseases,Child and maternal malnutrition,35
Deaths,North Africa and Middle East,Both,Musculoskeletal disorders,Tobacco,35
Deaths,Greece,Male,Substance use disorders,Alcohol use,35
Deaths,Southern Latin America,Female,HIV/AIDS,Drug use,35
Deaths,Central Europe,Female,Interpersonal violence,Low bone mineral density,35
Deaths,Central Asia,Male,Substance use disorders,Childhood maltreatment,35
Deaths,Oceania,Female,Transport injuries,Low bone mineral density,35
Deaths,Western Sub-Saharan Africa,Male,Interpersonal violence,Low bone mineral density,36
Deaths,Central Latin America,Male,Other non-communicable diseases,Child and maternal malnutrition,36
DALYs,Australasia,Female,HIV/AIDS,Drug use,36
DALYs,Andean Latin America,Both,Interpersonal violence,Tobacco,36
Deaths,Central Europe,Both,Sexually transmitted infections excluding HIV,Unsafe sex,36
Deaths,Oceania,Male,Substance use disorders,Drug use,36
Deaths,Greece,Both,Diabetes and kidney diseases,Low physical activity,36
Deaths,Southern Sub-Saharan Africa,Male,Substance use disorders,Childhood maltreatment,36
Deaths,Andean Latin America,Male,HIV/AIDS,Drug use,36
Deaths,Greece,Female,Digestive diseases,Tobacco,36
Deaths,Oceania,Both,Cancer,Low physical activity,36
Deaths,Central Latin America,Both,Interpersonal violence,Tobacco,37
Deaths,Oceania,Female,Sexually transmitted infections excluding HIV,Unsafe sex,37
Deaths,Greece,Female,Substance use disorders,Drug use,37
Deaths,World Bank Low Income,Male,Other infectious diseases,Drug use,37
Deaths,Eastern Europe,Female,Musculoskeletal disorders,Tobacco,37
Deaths,Central Sub-Saharan Africa,Female,Self-harm,Drug use,37
Deaths,Greece,Male,Unintentional injuries,Occupational risks,37
Deaths,Southern Sub-Saharan Africa,Male,Unintentional injuries,Tobacco,37
Deaths,Caribbean,Female,Neurological disorders,Alcohol use,37
DALYs,United Kingdom,Female,Interpersonal violence,Tobacco,38
Deaths,Andean Latin America,Female,Sexually transmitted infections excluding HIV,Unsafe sex,38
Deaths,Caribbean,Male,Substance use disorders,Childhood maltreatment,38
Deaths,North Africa and Middle East,Female,Interpersonal violence,Alcohol use,38
Deaths,Central Asia,Female,Digestive diseases,Tobacco,38
Deaths,North Africa and Middle East,Female,Transport injuries,Tobacco,38
Deaths,Andean Latin America,Male,Substance use disorders,Childhood maltreatment,39
Deaths,Andean Latin America,Both,Transport injuries,Tobacco,39
Deaths,Tropical Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,39
Deaths,Central Asia,Female,Self-harm,Drug use,39
Deaths,Greece,Female,Transport injuries,Low bone mineral density,39
Deaths,Oceania,Female,Unintentional injuries,Low bone mineral density,39
Deaths,Southern Latin America,Both,Musculoskeletal disorders,Tobacco,39
Deaths,East Asia,Male,Other non-communicable diseases,Child and maternal malnutrition,39
Deaths,Australasia,Female,Unintentional injuries,Tobacco,39
Deaths,United Kingdom,Male,Nutritional deficiencies,Child and maternal malnutrition,40
Deaths,High-income Asia Pacific,Both,Enteric infections,Child and maternal malnutrition,40
Deaths,United Kingdom,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,40
Deaths,East Asia,Both,Interpersonal violence,Tobacco,40
Deaths,World Bank High Income,Female,Other infectious diseases,Drug use,40
Deaths,Greece,Both,Substance use disorders,Alcohol use,40
Deaths,Tropical Latin America,Female,Transport injuries,Tobacco,40
Deaths,Greece,Both,Unintentional injuries,Occupational risks,41
DALYs,Greece,Female,Self-harm,Drug use,41
Deaths,World Bank High Income,Female,Other infectious diseases,Child and maternal malnutrition,41
Deaths,Greece,Male,Digestive diseases,High body-mass index,41
DALYs,United Kingdom,Male,Interpersonal violence,Tobacco,41
Deaths,Eastern Europe,Both,Other infectious diseases,Child and maternal malnutrition,41
Deaths,Greece,Female,Unintentional injuries,Alcohol use,41
Deaths,Andean Latin America,Female,Neurological disorders,Alcohol use,41
Deaths,Caribbean,Both,HIV/AIDS,Drug use,41
DALYs,Oceania,Female,Musculoskeletal disorders,Impaired kidney function,41
Deaths,Southern Sub-Saharan Africa,Both,Substance use disorders,Childhood maltreatment,41
Deaths,Eastern Europe,Female,Transport injuries,Tobacco,41
Deaths,Central Europe,Female,Self-harm,Drug use,41
Deaths,Caribbean,Male,Transport injuries,Tobacco,42
Deaths,Central Latin America,Male,Other infectious diseases,Child and maternal malnutrition,42
Deaths,Oceania,Both,Cancer,Other environmental risks,42
Deaths,Greece,Female,Diabetes and kidney diseases,Other environmental risks,42
Deaths,Western Europe,Female,Enteric infections,Child and maternal malnutrition,42
Deaths,Southern Sub-Saharan Africa,Female,Interpersonal violence,Low bone mineral density,43
Deaths,North Africa and Middle East,Male,Other infectious diseases,Drug use,43
DALYs,Oceania,Male,Interpersonal violence,Tobacco,43
Deaths,Caribbean,Both,Substance use disorders,Childhood maltreatment,43
Deaths,Australasia,Female,Cancer,Other environmental risks,43
Deaths,Oceania,Male,Unintentional injuries,Low bone mineral density,43
Deaths,Central Europe,Female,Musculoskeletal disorders,Tobacco,43
Deaths,Oceania,Both,Sexually transmitted infections excluding HIV,Unsafe sex,44
Deaths,Central Sub-Saharan Africa,Female,Digestive diseases,Tobacco,44
Deaths,Southern Latin America,Male,Substance use disorders,Childhood maltreatment,44
Deaths,Central Asia,Both,Sexually transmitted infections excluding HIV,Unsafe sex,44
